"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"China","CHN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1868036533802.2","2041068761921.05","2331401191963.71","2655086622394.26","3001225131285.81","3329977961864.49","3660396914986.99","3998499721193.33","4312220081533.43","4642607356110.92","5036769057117.47","5456620701629.82","5955008290109.18","6552773837418.75","7215496573067.44","8037672954625.27","9060141767713.25","10349477943026.9","11348272829141.9","12414865856391.4","13735294981706.8","15047129954669.4","16230396597386.1","17490873558596","18789704490483.8","20112749379001.5","21490223756848.4","22983192752169.8","24534506282427.8","25994432263673.9","26576353594843","28821648700423.3","29672080421839.5","31229733453000.4","",
"Cote d'Ivoire","CIV","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64063495622.484","64089713718.0807","63932975522.8212","63809914071.8432","64327544357.2551","68911360958.1642","74237745675.6266","81400827010.7104","84871681712.3883","85862015402.3599","85633803213.3227","83789240395.7837","81501353004.0622","77649707795.0553","80122880670.5141","80920957094.4427","83199350239.2588","84115732649.5223","88138707177.7418","91314628222.062","97567899071.286","92328066528.4805","99363845372.1675","110055606909.495","120370018325.665","129030580269.806","138285633654.093","148533653433.383","155727355215.77","166194369560.793","167357279085.387","179178274483.428","190319312458.775","202119109831.195","",
"Cameroon","CMR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51192848469.4072","49243117963.6864","47716579725.7047","43931668854.7992","44756182468.9157","46051427006.0364","47992527880.2293","50165300201.7225","52535878944.3715","54905932268.9424","57010156987.347","59475425081.572","62138155821.9261","65526644958.2901","70145528271.0204","71708560180.5984","74440357496.4561","77661830226.2754","79873388993.9853","81933524799.2723","84308797938.1703","87157770352.3957","91189670263.5506","95745076833.6667","101221521111.431","106957697125.582","111809078187.605","115768435044.329","120347671976.682","124529825764.752","124853519772.037","129022200845.744","133843481810.674","138191179830.771","",
"Congo, Dem. Rep.","COD","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79677843436.7892","72968131207.578","65306471181.3189","56510309573.2391","54306409306.4474","54686553536.0959","54127015681.4623","51086675988.1484","50256949673.7382","48110907145.2377","44785997321.1114","43845413886.4461","45137873731.5951","47655584123.5075","50866795581.8206","53987550378.7193","56860216902.2796","60419369536.0526","64181015601.1775","66013424678.9329","70705643442.004","75566423729.3102","80921739816.6562","87785486697.0725","96099025196.6669","102745394379.215","105210666253.396","109131812716.167","115484507692.662","120547959277.788","122639976008.026","130243843399.282","141867386989.06","154012458934.362","",
"Congo, Rep.","COG","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20709745611.1503","21205820117.027","21759705123.1923","21546528945.828","20362961790.3261","21174491870.6613","22082979539.5213","21945002399.7772","22765208444.8047","22177365378.4643","23857518231.7228","24764724673.0889","25899412178.5963","26110042793.8187","27017792797.8924","29113227688.4904","31438279446.956","29358953277.7384","31210439248.1357","34842488218.4079","38302788206.1274","39147716827.6844","43041800172.356","42735155559.2203","45575361950.4456","45764587690.9234","41789821841.049","39451775871.4041","38542681577.0867","38976083979.3992","36533151792.0523","36903988991.0873","37448454255.7938","38162545447.2186","",
"Colombia","COL","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324362108923.578","330854565533.009","344237399255.639","362775994368.943","383870191922.137","403840799094.197","412143179194.874","426280900614.625","428709781358.363","410686756804.185","422698775564.672","429791231167.284","440553119642.857","457815188748.605","482230573793.389","505516336190.343","539471204741.433","575821824818.307","594728624564.412","601506441278.546","628542104500.866","672212530981.313","698513758899.827","734375410017.75","767415180035.221","790099215895.953","806591608674.065","817556099366.045","838520888947.413","865243337113.698","803067693827.328","889808627041.398","954665744678.963","960493115705.818","",
"Comoros","COM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1338871738.01204","1266631077.14375","1374687143.65265","1416011081.97646","1341291249.96074","1389714632.93402","1371763842.91463","1427048033.74245","1445350150.15439","1473164594.36464","1632971701.37627","1671067414.16853","1709918810.14477","1745893306.982","1779408519.07138","1829900087.60082","1878336728.17382","1893364217.45519","1968428747.06361","2032220419.17664","2108992966.4554","2196379231.21248","2265969527.5368","2367173330.71419","2417041567.34052","2444773512.15924","2525950910.2022","2622335207.3205","2717852485.92101","2765707895.42458","2760299364.81606","2815509823.50303","2888797834.74912","2975336816.91424","",
"Cabo Verde","CPV","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","694075763.336612","703821607.213835","780803130.046865","848797899.326003","1011619758.53208","1155387478.81707","1286483805.22371","1429520555.86049","1608457729.23559","1788969285.58273","2044521201.70721","2090147852.0345","2199899241.02861","2291772738.2399","2525466468.96274","2700038276.85302","2915602594.87611","3357919567.09354","3594283904.72014","3540240729.11105","3605254387.81299","3746750463.41027","3787352067.99735","3811293311.41454","3837845328.09483","3873768577.6945","4039593563.54896","4223448183.68258","4380009912.03763","4684325394.4235","3709738572.10333","3970664151.46117","4599763302.14502","4851620394.06428","",
"Costa Rica","CRI","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34193376303.5786","34968080230.8049","38185529566.2007","40895629625.5196","42743714732.9928","44519268571.9778","45120483259.907","47591355722.3993","50996664081.0724","53146077175.7211","55202149077.2972","57129349886.9125","59081389155.1935","61632038992.5686","64359009941.1763","66918353044.4009","71821256960.4137","77721468011.9111","81404047083.707","80693018596.7846","85018441595.3465","88761938961.9047","93095822656.8559","95418345692.2794","98798168340.1452","102406357442.857","106711851740.106","111148609293.048","114056150658.905","116813471579.812","111821618043.828","120695515793.017","126188962272.663","132639643384.964","",
"Caribbean small states","CSS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32619255092.0916","32724222688.9295","32996608322.5177","33202295172.5593","34355768496.9124","35218559890.5622","36581711145.4689","37977104409.9459","39188871939.4474","40479512182.6766","41800135257.0692","42430721456.5777","43353007596.0784","44536499071.443","46155856107.0325","47572744960.9347","49848328918.3294","51782838339.5242","52436330560.2374","51618175619.3867","52402734109.3483","53694943042.7646","55018177859.8121","55536720122.7691","56497852531.411","56443693220.879","56534173373.9323","57580714817.4878","59470408748.7406","60404066860.5025","56468438465.8479","62236130929.0749","78169081018.0434","89821348016.2562","",
"Cuba","CUB","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4592374851.47544","4560423233.34023","4578531087.73703","4591725804.54718","4601297765.43357","4632422109.72716","4708205510.00142","4824496454.81444","4930058515.6481","4903864708.40237","4907900913.14464","4932855502.54849","4915642262.6107","4884393676.75904","4853260679.76042","4875495968.50686","4823439884.28957","4761882753.74666","4661687439.15566","4512227577.28306","3680241833.29686","3834212549.94907","4099003268.64856","4271243385.99716","",
"Cayman Islands","CYM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4445537886.44747","4586133589.09912","4569742692.56795","4240699172.13266","4125537250.05143","4173767346.52232","4225094403.10133","4279147346.42407","4392738510.23343","4517190161.30993","4663545963.37824","4812035408.50852","5017377829.29841","5213840048.84888","4955504368.02689","5198568359.3221","5466623675.42002","5704950753.45717","",
"Cyprus","CYP","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16045308771.9832","16163964022.5003","17683376481.6132","17807160203.305","18857782423.9752","20434758690.7208","20689903322.9244","21236301870.7018","22534019732.6287","23660261120.4593","25071669117.6069","26062642018.0852","27032942842.8644","27742094281.096","29136507351.8725","30550503172.0219","31990601548.0392","33621504313.3605","34847617364.072","34145346448.3016","34925070798.8401","35070608026.2871","33861590399.9274","31630965935.0582","31069180428.6001","32131411781.1819","34243599375.8513","36212891404.2795","38484043474.4538","40745208557.8008","39432954380.8151","43923485909.6663","47158724081.2806","48390463224.3019","",
"Czechia","CZE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","288488025932.818","254980308035.379","253688724809.348","253845768843.985","261230927874.699","277483164445.093","289050284007.354","287328011421.436","286198380753.185","290143226495.448","301779912731.143","310583495330.556","315284050692.549","325691062759.106","341116897878.357","362863198558.697","386896255896.472","408132318032.796","418793828188.407","398698742714.977","409522078397.478","416780369237.911","413568375566.314","413395452670.552","422677057750.549","443636592238.38","455086276607.554","478630462244.803","492177168428.777","509727106593.581","482686697577.964","502134232985.641","516430851526.822","515990179656.24","",
"Germany","DEU","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3365857796895.5","3537794614429.46","3609052316536.83","3573925277103.61","3666761022709.59","3721960654975.77","3760600405780.31","3830352671445.86","3910643045938.57","3993944305958.32","4108859906683.36","4176103084218.52","4166568612856.11","4144488757737.05","4192662979903.99","4229797280042.89","4392887102934.88","4519846248928.9","4560995073640.01","4308080392249.5","4486726471781.79","4655336255687.8","4677416110806.87","4695481441353.73","4797349860925.47","4876636610596.83","4988541311571.02","5124031316749.49","5181238211301.78","5232423318995.76","5018148389990.22","5202314428956.1","5273572145287.29","5259521323508.39","",
"Djibouti","DJI","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4378934655.23348","4688155019.46657","5040990672.51429","5400082232.1998","5694823662.43797","5966718285.13844","6297580606.58027","6380479642.79444","6669027120.13223","6917686896.11475","7379556613.61056","",
"Dominica","DMA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","724755640.65384","734523643.512213","749430219.302837","765628509.757166","765892509.834419","789105659.484335","813601095.223767","831383386.141615","862761681.038009","865816539.074797","886078545.003989","885512830.552732","860470537.510418","915137410.650228","943055418.819766","949240563.486843","993470005.000961","1056584880.61288","1131824902.63007","1118587184.47065","1126111186.67237","1123593757.36428","1111694896.73951","1100578607.7723","1152897765.9394","1121406328.15275","1152398051.50745","1076120886.32962","1114297183.21529","1175611201.15737","980411429.751109","1047967163.80539","1106480895.21375","1158620910.47128","",
